initial_list_status	purpose	int_rate	installment	annual_inc	dti	verification_status	grade	revol_bal	inq_last_12m	delinq_2yrs	home_ownership	not_paid	log_inc	verified	grdCtoA
w	debt_consolidation	23.88	344.39	45000	16.88	Source Verified	E	12128	3	0	OWN	1	10.71441777	1	0
w	debt_consolidation	18.06	810.49	89000	20.52	Not Verified	D	7770	2	1	MORTGAGE	1	11.39639165	0	0
w	debt_consolidation	10.91	490.45	45000	8.95	Not Verified	B	7113	0	2	RENT	1	10.71441777	0	1
w	major_purchase	16.02	105.51	26000	28.44	Verified	C	7564	5	0	RENT	1	10.16585182	1	0
f	debt_consolidation	10.42	324.65	92000	9.95	Not Verified	B	4491	1	1	MORTGAGE	0	11.42954386	0	1
w	debt_consolidation	7.21	216.82	130000	5.46	Not Verified	A	15181	2	1	OWN	0	11.77528973	0	1
w	home_improvement	16.02	437.92	85000	4.14	Source Verified	C	0	5	0	MORTGAGE	0	11.35040654	1	0
w	debt_consolidation	7.97	494.12	52000	38.59	Source Verified	A	7640	0	0	RENT	1	10.858999	1	1
w	debt_consolidation	22.91	586.71	60000	34.66	Not Verified	E	7133	0	0	MORTGAGE	0	11.00209984	0	0
w	home_improvement	13.59	332.01	300000	13.25	Source Verified	C	19491	7	0	MORTGAGE	0	12.61153775	1	0
w	debt_consolidation	9.93	212.13	175000	12.78	Not Verified	B	27936	4	0	MORTGAGE	0	12.07254125	0	1
w	debt_consolidation	9.93	464.18	42000	14.91	Not Verified	B	9309	1	0	OWN	0	10.6454249	0	1
f	debt_consolidation	19.03	110.02	35000	24.74	Verified	D	3710	2	0	RENT	0	10.46310334	1	0
w	debt_consolidation	10.42	811.62	400000	8.73	Verified	B	7733	15	0	RENT	0	12.89921983	1	1
f	debt_consolidation	11.99	498.15	55000	7.52	Source Verified	B	2542	3	0	RENT	0	10.91508846	1	1
w	debt_consolidation	5.32	451.73	65000	39.76	Verified	A	11820	2	0	MORTGAGE	0	11.08214255	1	1
w	debt_consolidation	13.59	271.84	59000	26.95	Not Verified	C	20197	0	0	RENT	1	10.98529272	0	0
f	home_improvement	15.05	346.9	115000	24.71	Not Verified	C	16205	7	1	RENT	1	11.65268741	0	0
w	debt_consolidation	9.93	209.53	25000	22.56	Verified	B	424	4	0	RENT	0	10.1266311	1	1
f	credit_card	13.59	849.48	155000	33.48	Source Verified	C	82929	1	0	OWN	1	11.9511804	1	0
w	debt_consolidation	21.45	327.69	50000	17.47	Not Verified	D	4350	1	0	RENT	0	10.81977828	0	0
f	home_improvement	23.88	470.04	38480	9.95	Not Verified	E	27	6	1	OWN	0	10.5578939	0	0
